nameOrig,nameDest
C893730060,C1393612077
C1818170730,C1673971173
C671220818,C544535736
C1548582122,C1077045505
C1219919907,C1196694338
C854868279,C754244871
C493086102,C699026377
C1769377110,C904861071
C364752835,C1761324386
C97561018,C1335946878
C119382979,C800523009
C1524400715,C1675375648
C585624932,C732929122
C578424315,C772586292
C1217638860,C1449687458
C1986247759,C253043086
C1811079978,C688425953
C420822650,C2013555483
C1537274170,C1953886321
C1811342042,C461640598
C1538587412,C168299345
C1290671488,C207471579
C946133442,C998351292
C102152218,C1915163610
C928808516,C24540248
C313337267,C542795088
C1683140083,C1872196255
C1196954194,C1904349935
C266292823,C1132709076
C1952878443,C128870695
C398658295,C1759482496
C1054981341,C1876380981
C1400911646,C2081527003
C564001619,C2040603986
C1180431981,C2109470512
C909467512,C993777150
C232128105,C1451586705
C1138543587,C1448348248
C1512940907,C2141140246
C1182789577,C523856656
C1685813209,C2013342140
C1105013606,C2084157350
C1986844875,C1782704802
C1339318376,C1105527690
C1890456564,C955097010
C1484820636,C670835790
C1220194759,C11003494
C612458392,C365212068
C607181135,C1080993648
C2020129061,C1853202598
C1698765670,C1575652054
C1259529673,C414821585
C1774888773,C747979499
C1423346376,C1925336384
C966865183,C59941009
C1707194191,C277595172
C1502467133,C966526472
C963277449,C178188414
C1080012343,C1953886321
C2036368014,C1186157294
C334780689,C545710008
C280188473,C2137848242
C757103630,C1684776894
C1353318358,C1062650008
C1638139907,C709906087
C1806469264,C1607998252
C1161976295,C341552838
C1519016406,C1508330669
C464496276,C715819458
C348673401,C1339858954
C1133689702,C586273406
C1272843819,C492297902
C765692610,C1761861940
C2073457042,C982547576
C764001293,C90705857
C371015873,C1648309726
C668544346,C554501757
C2134282809,C603580770
C83090318,C459511257
C1362089915,C366485861
C782284117,C1218365329
C724417622,C30376792
C1278009553,C1963658928
C1490231574,C1624477723
C60841748,C645898745
C1138101207,C447691425
C1020102355,C182908323
C1170736344,C1702357112
C495489919,C1794939476
C1790083275,C763877378
C822887254,C458179295
C709690697,C1761861940
C2038490612,C376992243
C561210087,C1733439693
C344085714,C122631871
C1305455514,C977570654
C1979144109,C1088160255
C1997779337,C241685431
C904599116,C1729146739
C1479620723,C384572168
C1049564592,C918138390
C436134930,C505973878
C105006100,C500058139
C1410229299,C1263845074
C269162291,C1364913072
C1273799245,C1726228995
C876602222,C502295547
C1510072250,C266352984
C1745032030,C717490079
C2036435962,C1238308127
C1590814961,C1839930097
C1885013066,C991849646
C564543995,C1621383518
C1989184420,C1580112045
C571691458,C1757877803
C1460250006,C2106812355
C347364571,C2074195621
C77325161,C882265203
C858468907,C1746419481
C1013293880,C174326515
C1522002470,C1188769198
C3161853,C501402989
C1219628747,C190097337
C1490353954,C1802632685
C1497842204,C35750747
C366459619,C839977149
C1236403158,C981261533
C2018049596,C1016689071
C1931886676,C1327907419
C1769833624,C536421137
C1799707382,C1261031890
C1090659320,C721106192
C1775574725,C2053639017
C793856265,C1162171909
C1771364471,C249141992
C892885329,C2133384710
C185689963,C183560612
C670587931,C150406565
C420186505,C467710030
C731511900,C131837504
C1061650366,C1589547066
C8988960,C1019227219
C1054491915,C1291253720
C2011135148,C1268075707
C419820333,C736899576
C1348269554,C442364016
C1169967900,C2107464159
C956265820,C900425684
C373444451,C2109236648
C554097468,C693847181
C105218219,C1725775569
C1163083946,C1825059006
C1097737780,C1252436209
C1445382686,C1254526270
C2085374121,C240272195
C2040577819,C1626267345
C52062361,C1066519120
C1762363344,C1827996167
C857235071,C1328465970
C2098894485,C1623386184
C320218355,C1588649172
C624247898,C1263665389
C1137365442,C691404076
C226754360,C856115138
C370806084,C356023140
C122144041,C1406193485
C1750515216,C2133732070
C1998279585,C381698689
C2001717397,C812799221
C884011124,C68113386
C871333020,C1102319340
C953236622,C1060563153
C1286776309,C1570256460
C2134040391,C26334874
C938559393,C1576408634
C108341405,C1838060526
C1605482667,C79708552
C915447037,C1845848960
C190908865,C1930851375
C620751344,C359380293
C1202737701,C483287972
C279180606,C1619402333
C2013038722,C1958641252
C726590476,C83479667
C1992396664,C1730752455
C504974562,C992707208
C2088575079,C224342296
C1649506267,C1148798076
C816700629,C393310219
C152938627,C1790831319
C1205386543,C1318822808
C329369885,C1496845040
C1998332506,C1069568462
C1506231016,C46229814
C1653754827,C266352984
C1367143780,C2107960573
C1533028475,C16685882
C1147530270,C1786099923
C1376934357,C2145717335
C471277491,C97730845
C881617185,C396316011
C751691803,C810631086
C643978707,C1847868680
C465203737,C942706476
C334718474,C128736076
C1794464641,C1787868648
C1907123853,C2040603986
C65189588,C79685693
C195642260,C111391237
C1262495795,C1382919334
C1506457560,C1529115495
C1334378019,C155706298
C251437477,C1268745115
C1152844281,C2133567819
C1221532352,C185282707
C1086233628,C713987035
C723844135,C41481250
C1474336883,C358945794
C1732870485,C899455803
C1394847708,C2040656033
C1600824411,C906314725
C1366732316,C582901057
C165653860,C229747691
C105915067,C1651924497
C1636976574,C409821235
C1433362009,C869429589
C1004909110,C1463942959
C343339331,C1495580385
C1346392768,C322662467
C749029483,C2113303685
C334911826,C698140853
C2068079044,C598551831
C1201306245,C1860434997
C766819339,C2059996587
C7616012,C1741320678
C2000062658,C2121072585
C1051515023,C1213485528
C1591405320,C1381349740
C1247332921,C1652384189
C563155354,C1920340239
C574434596,C559884099
C544886552,C202064972
C2147381056,C1677262317
C782610458,C980070513
C852727538,C1495761010
C1073260198,C11900832
C1896811873,C2053317346
C1581906199,C861958315
C1887666218,C1485516154
C171234570,C2083562754
C64599336,C644345897
C315188485,C1232925466
C2116498854,C648198000
C1377248237,C1245689449
C472497266,C360696244
C1167131583,C1256732367
C39621806,C1402042164
C1765787459,C446364279
C941898810,C691586697
C1977961594,C802982068
C326786956,C176203926
C1421715241,C1169903663
C124839266,C1785215602
C1386365752,C36856762
C543127177,C1925300085
C1086763903,C178188414
C300831159,C957175845
C2013798015,C1925438503
C1083556771,C1888439681
C1352349517,C413177525
C1388088622,C1957884855
C78752386,C1649944650
C1792538988,C193946880
C1669306916,C1730752455
C1436335768,C1809373351
C1559292691,C1623277492
C163149176,C795982694
C378040529,C1973538135
C642802918,C2021579766
C2107878220,C753282599
C1072894773,C936567893
C1789457122,C818570949
C1341836293,C1515979807
C803465085,C1345463476
C145634063,C1584119395
C624750362,C1961606163
C1019184476,C302544702
C207046073,C362585233
C1964517751,C276384108
C924732657,C649699940
C1484458192,C60216880
C1011498866,C1063777023
C102617052,C760675871
C2073393244,C1661048214
C1895366124,C1116292004
C1858297762,C1087473055
C63395132,C1856036778
C1648325313,C147647618
C487850986,C1983747920
C1906163533,C1578800354
C549276978,C1570256460
C880148808,C1671020079
C158647283,C1300519073
C1165204844,C732929236
C267230253,C1754722089
C944406285,C691636444
C1585424956,C566209238
C1789243264,C205863299
C1212925228,C220204350
C1409194205,C1129451699
C1983002423,C44870833
C1981614304,C637162992
C1649032728,C1627965794
C823114572,C1684776894
C1449376213,C1541743053
C1218966001,C1549086472
C2066660355,C1757533511
C934788593,C1162775738
C2094073795,C2009378486
C193874385,C1108121945
C89010695,C444613285
C261902186,C1287328228
C2064105029,C269065934
C37662773,C514268168
C1981052031,C637109899
C454984392,C1554565380
C1571680888,C704024200
C711282400,C1562946595
C2131189855,C224551757
C274769333,C1079343872
C585935859,C2143502910
C578740992,C329829198
C1715436168,C1162775738
C225022300,C413400814
C794365891,C1088997819
C48089782,C1205232478
C776468553,C68044237
C1729148974,C808388278
C1531193789,C1268693750
C899550509,C1809457826
C391154674,C307531674
C65386460,C1850180796
C1818621203,C768427295
C1201919824,C1426442542
C1062643306,C1810602733
C1204919982,C984127681
C51866733,C28125426
C1719461800,C1039865382
C1090553226,C68113386
C1807444574,C980070513
C46398269,C1661736346
C262096088,C1834863702
C298154640,C104209789
C509945888,C1859631557
C1205787329,C422007654
C78227367,C533474562
C569258089,C93661678
C1069086544,C2115178036
C1667823442,C693904251
C1941613448,C767904468
C407072247,C1289453529
C1880015345,C1760682593
C1013730412,C776817954
C538856568,C2007149130
C1087935772,C1283755294
C2060247253,C1311325237
C110829301,C248609774
C1668566759,C1423696633
C262315129,C1955746028
C2064305892,C182799539
C1327063297,C1543851010
C1522763195,C2001113476
C1640212799,C1991252420
C297314511,C1503564348
C581629526,C1399287376
C560402710,C1596289722
C1578095342,C168639687
C766334216,C1728083442
C2088898816,C1390295291
C1039937247,C1821667317
C1926121624,C940847431
C974790722,C1369248292
C993633096,C893038039
C2104309045,C492841836
C1974721288,C56074101
C1965457057,C721614400
C2030422367,C2040657244
C58808818,C1206178620
C1904854898,C1398181475
C1211200725,C150738768
C150229247,C856115138
C1718172379,C1683144899
C1216520653,C1574575239
C45324130,C1983541759
C1940659860,C599893207
C595010534,C804475266
C182259691,C128870695
C1203091128,C406340235
C1951089624,C489693281
C1162490331,C1146577120
C172017626,C994345596
C1150016016,C1477591142
C1301889258,C386349248
C1679749851,C2034460325
C1127509127,C1671020079
C1229693048,C920002301
C1872255905,C201312827
C2074343183,C309301400
C462679208,C966580840
C265279426,C1143894549
C573034697,C1679201715
C1188577293,C1576408634
C1110049490,C772070337
C866823314,C1892922524
C790074294,C158876320
C734750321,C424954008
C962973000,C54142591
C1607280842,C1817874146
C1289001638,C11003494
C1012696483,C1527944640
C734265581,C1204684191
C502916647,C1899612260
C1964002964,C744708435
C767147016,C388527192
C653333050,C540610664
C1961562141,C919488700
C565480119,C1557753656
C377726361,C148930516
C707605535,C250289324
C408032746,C800288141
C1823041298,C395252462
C1719736665,C1352376623
C2092462877,C461001197
C1568335057,C794978521
C678295297,C1200612373
C1648533308,C1426442542
C723227385,C1840046890
C693416472,C483817115
C1518573602,C331527117
C319746397,C1545666185
C1029040504,C294865434
C240266999,C1275910457
C1121789613,C254839817
C1404777153,C58321887
C1577709678,C319754013
C847043602,C1337720486
C1657591100,C1742712270
C585113598,C570704876
C41433555,C1244947864
C1928574577,C1682576062
C667238146,C1978557426
C1533794266,C2078448324
C443545047,C2129901484
C329739125,C80702448
C1009093247,C529776352
C120537949,C1297685781
C1544620115,C443126924
C1022709062,C1934837365
C1344921383,C1663290520
C761351124,C1318822808
C186114978,C1361885449
C686237430,C1120664493
C410746681,C1756132760
C1287633844,C1919930418
C162309633,C505780466
C548378066,C137796770
C900687537,C758888772
C25476202,C1908837011
C1317161869,C1420934487
C117200575,C383911655
C413724061,C1281855264
C333175112,C816442450
C381514792,C1795026220
C608657887,C2107476765
C567163728,C749013731
C317266412,C655702946
C511980791,C2133675498
C1114204776,C1744706134
C1670082303,C1604106607
C1355401650,C1805162633
C256210671,C1009226940
C1368916653,C586711602
C855997846,C2070713570
C1794579177,C506386263
C1385205928,C1030706332
C1597957920,C145593324
C1948121124,C1467301185
C2088176842,C542795088
C1088216324,C614241063
C1620285672,C759227456
C258108648,C1275910457
C1934287156,C1185525558
C137129445,C453211571
C1956016606,C1651855867
C1754224264,C2056987083
C1290295788,C1827142412
C658527953,C1924035010
C1621089126,C128870695
C1924594411,C385236780
C2090855016,C168356446
C1506594292,C221954683
C1192655168,C1383942363
C45265643,C1022269511
C33408127,C512626802
C1054935769,C1275435326
C1254733884,C470644341
C1576762980,C910260446
C852137880,C1013700132
C80475354,C1066975877
C63218727,C1567433186
C88797797,C1388182036
C1675281155,C1902340975
C955025030,C1698371518
C506460192,C2066536447
C2092884215,C1660095722
C1987560119,C1790453435
C634659307,C1216745400
C1196148213,C1504011426
C745675977,C440480434
C1618263418,C664247545
C1171904200,C2133567819
C41629223,C1269605689
C1065982299,C1365670477
C1835424747,C290945720
C530272989,C271588719
C1384181734,C1129670968
C860254006,C1128989787
C1089050702,C1279827292
C433436998,C310976964
C742060206,C1501701470
C1771975164,C666410506
C1396323365,C2078011503
C871935039,C810631086
C737245805,C486108916
C694741034,C1566789241
C266766723,C421639228
C2030654740,C774416446
C1493924426,C937195105
C936177913,C1957884855
C215862546,C279542011
C1070565480,C1577744105
C1033141489,C314245922
C1838094466,C1570076320
C257486204,C1889395764
C1285011511,C1838060526
C1392125600,C1716892902
C1193574261,C1643855278
C257903072,C1838303932
C2121801276,C1640747200
C2109012085,C2063532362
C420478817,C2071120293
C1827317225,C801899764
C1390268342,C1570256460
C141615816,C2078745453
C1860366416,C1989502981
C1470023048,C137796770
C1803686066,C1293499473
C511069645,C1483768187
C1407314326,C603904068
C52921533,C1102319340
C1570327197,C1149788645
C2102825055,C925066309
C564624186,C2095263022
C505020895,C1577420620
C155217187,C1730964371
C1088274492,C876080387
C1513688502,C993884064
C350481367,C1922859107
C507553053,C345507865
C816995017,C1481851679
C578074068,C2011996123
C692211486,C179481608
C842100582,C965138047
C284631035,C1174600239
C1360470531,C125722707
C580507729,C100568242
C1049839748,C2133018626
C666012162,C871187751
C139288713,C1803078638
C83277191,C1246648070
C1364451198,C1856036778
C999615807,C1691398930
C525460564,C910539221
C1835800276,C971869545
C760829535,C12543326
C1758311136,C540846849
C66879612,C1709437931
C351759798,C161349047
C1682185813,C2137644123
C790924185,C1742517297
C959370080,C1963658928
C2004692394,C392292416
C2122217764,C234430897
C1756903543,C835472519
C32089094,C1628737580
C1316048172,C1577744105
C1477056179,C1825775199
C1453190042,C842174448
C1733029925,C100836936
C1557315746,C2058564280
C1385115522,C956767569
C1302722705,C1000630508
C1889923762,C1711022580
C1726358988,C553264065
C1954771886,C510075495
C342003200,C19486515
C762696863,C2127862399
C1391514212,C678298772
C1857894120,C1216911343
C1246486573,C1841866242
C1346114520,C1877764981
C818077687,C996786895
C291109192,C1646731477
C114544463,C601707347
C537146590,C547837830
C1247499720,C815196841
C835291321,C346325956
C1228582798,C660981056
C1320852463,C1692207232
C1000373644,C2012581637
C1214704407,C1499383906
C1169771536,C1526401615
C158060585,C1891996193
C110210808,C262911569
C1450527840,C1396297158
C4982893,C868060023
C488741473,C1337741679
C1207590798,C778306577
C219106810,C664059213
C1843405654,C193946880
C2088984089,C1151964959
C1771075624,C1334240794
C512198781,C1013700132
C1922163304,C5958610
C344201653,C767904468
C2118083125,C381350369
C1557776879,C310690256
C556196542,C1349923341
C366681758,C759357488
C275835098,C1921483039
C41209226,C248609774
C340917352,C138781920
C1496526738,C2037251990
C1318206038,C1652292227
C1789834899,C1597635061
C141325524,C515442419
C1264661049,C1790202239
C1821928251,C1847921201
C751246320,C683891649
C688231969,C2133732070
C789467167,C1030706332
C130816263,C1669145919
C331389589,C1099073452
C384938578,C721106192
C1268942395,C1575675375
C750889577,C795982694
C1002604886,C1302931951
C549113694,C603904068
C2138441260,C954697228
C1589999945,C1048855692
C1902298110,C1143643225
C122958515,C1953408808
C1222378259,C1247615506
C1034302576,C1120664493
C1522302217,C254123095
C2086346055,C1722141669
C1412910404,C1267159812
C1480517126,C1916720513
C1641258045,C44870833
C1170605157,C1722141669
C737488116,C1015529677
C171137031,C1882789841
C741603453,C2019050755
C1860833052,C677468296
C2097591663,C1409594744
C408830572,C827915728
C681407629,C1583798365
C1459633096,C1498789728
C1958914904,C1557421679
C580792773,C443126924
C180083598,C444613285
C900054606,C1991252420
C142226748,C1005941472
C1313830621,C2077103803
C1584236455,C1587264925
C979289230,C172409641
C849842679,C531125842
C1327129538,C307727578
C480850182,C564742142
C286215950,C2042020220
C1036315036,C1410020556
C317438897,C1210504430
C751079142,C507654554
C1257590066,C1553217607
C183805739,C59941009
C1233113883,C1141137903
C1095026540,C2107476765
C557354667,C1379289710
C240822360,C1530086509
C965363075,C146680149
C1586666105,C1921483039
C1002048214,C936567893
C1618574737,C312537393
C196385344,C1628737580
C1094686749,C486501918
C708363862,C9633495
C785342367,C1265284050
C302176860,C1314618182
C79013300,C1777369261
C1436685799,C99509209
C1541135992,C1923870754
C933492470,C1546609345
C2026493290,C542795088
C930913915,C1939163506
C1485550100,C959789652
C295526522,C329829198
C2026308090,C1545485892
C1727737665,C1088896353
C1959497606,C1951367872
C167708221,C1089993541
C589614918,C1104693947
C1539122716,C1362232282
C735552728,C1161865950
C1504315865,C1489369739
C1607265547,C1566158153
C2090424878,C1894575391
C269994838,C1220897602
C1935067550,C1566158153
C1263195722,C783487
C172400505,C221674877
C820966827,C314245922
C1513257424,C984805074
C50635308,C527599317
C359799511,C1489369739
C1383523967,C1851668139
C465828120,C257120108
C1442619602,C215618634
C193404630,C1815852694
C212595070,C16685882
C1894529242,C852031798
C972450122,C1435763389
C577874992,C382431057
C259018341,C841788827
C1616346416,C316486913
C1747176769,C391683289
C1271382825,C2067466390
C306989159,C580431625
C1685313194,C805006582
C918306717,C1244947864
C608140668,C884457408
C1991916906,C508814145
C18991769,C1344742564
C295616236,C1399320574
C696951908,C1380720615
C1151630091,C622609024
C1341707336,C1360921062
C1808601971,C1867111823
C1557946106,C808875552
C559834906,C1938612885
C511422495,C1452629183
C954438240,C1381846905
C476084736,C275925618
C2003652106,C868236224
C1728755402,C606815938
C949394314,C1973225755
C222390145,C502065214
C1661647240,C486108916
C6139547,C99509209
C1777516414,C116136877
C1988975371,C1467337234
C1672725941,C1039162432
C1464001119,C1697258007
C153694249,C1692066743
C1222638808,C1105527690
C1450416001,C753282599
C255337765,C745740822
C1170040028,C1538125111
C1771430916,C1329316001
C850923323,C2122668216
C497380597,C1906029492
C1757455735,C1021790512
C939072959,C1950689533
C374824020,C874023329
C1305782094,C122501657
C1527708134,C1051187510
C1021713645,C1918631578
C115527096,C1293398294
C1187992033,C719119378
C597115769,C1609896133
C161985580,C583688197
C1095132156,C961113212
C173854435,C107109121
C41790610,C1129670968
C507591588,C2137644123
C162705181,C1734283234
C2121762054,C1027992087
C293711718,C1671020079
C109722345,C475231857
C450672482,C1406193485
C1480674954,C90454488
C1143414907,C512626802
C321722212,C496999581
C1815463364,C1218231243
C1045623766,C1166364767
C1133197471,C1492252108
C954634685,C1821667317
C2059368576,C2071553154
C1398466626,C1436715022
C1225751926,C1609684527
C1172862611,C437391041
C1150451158,C1654960215
C1083086334,C948005484
C1038433200,C514268168
C1939056973,C1733562571
C1372777519,C55926460
C232458641,C974825713
C1460325194,C726752092
C1900361484,C1900645000
C1982207852,C2003117461
C253869081,C1561314180
C680667813,C803116137
C1643145976,C761069599
C326247013,C632116376
C1172603396,C597676461
C1690378899,C1977710341
C2022065686,C460989529
C1473680605,C2079520252
C2129974673,C1489406543
C727016856,C884457408
C1171473809,C500058139
C1233858147,C266912553
C1110043198,C1037045436
C1635475277,C170927057
C938130284,C649654781
C302311441,C95735313
C1763588277,C933388833
C2106955697,C1583761139
C586567917,C1290601415
C529043221,C459971513
C2143787084,C1231842708
C305530323,C476179877
C562990500,C118648358
C979828791,C1289716559
C522147727,C815264031
C1244203621,C697852720
C209850052,C2008288438
C1492399875,C731281102
C2131617694,C634440506
C818616627,C1971951800
C1647534335,C1290601415
C2073790226,C2011886624
C363543566,C1538264524
C1627759649,C2107476765
C17575977,C278859497
C1252880963,C1854275891
C8596168,C2141776586
C1106950379,C599968109
C1840108412,C214968809
C1243271340,C1748881350
C1845554899,C1825775199
C1625266606,C476433594
C62701574,C21062569
C1707771291,C840027268
C1520194090,C1244947864
C1967402010,C998136421
C1795683131,C1364913072
C1380352865,C1552859894
C1645029596,C22508708
C922614907,C1037045436
C1647796148,C1662712486
C76322072,C189987472
C265033373,C1907159141
C1451961659,C1088160255
C236524193,C998351292
C1851613743,C345603257
C21686663,C700689755
C245890656,C240079765
C1223518479,C1924761929
C1294214695,C977570654
C460650709,C873852158
C705777957,C304922395
C152559737,C1379031360
C1701771874,C1532153384
C1499464778,C1186256103
C2035871290,C346008447
C1333448000,C10550299
C1565885223,C1331535776
C978946334,C912252532
C1195953338,C1334669858
C50416724,C778559237
C1666450023,C1977710341
C546956142,C1918234480
C329338456,C2115178036
C2141322741,C561300466
C654351957,C1880185595
C830754054,C2013691076
C1257653704,C1382131243
C111241409,C540326166
C75354179,C1729146739
C1460619026,C1875583711
C812012253,C257761496
C1347886326,C1383702768
C1608935626,C2056524531
C1565835436,C1853763800
C1063631377,C201474654
C2038936082,C948005484
C1117379732,C1675928509
C1045133789,C1923018211
C318682203,C1310642072
C1747932705,C1197382632
C937566069,C1623014027
C733104770,C909295153
C1539283132,C2111798903
C718372620,C1373467808
C1493262638,C836878317
C1503132492,C1106744673
C2078501819,C1825389809
C1932966772,C391903689
C521637951,C1508456612
C2099573231,C1469084143
C696758936,C985004233
C1688362493,C141316671
C589139970,C1798767684
C1027124685,C1413230197
C1994825806,C1443373883
C1390061135,C1065997164
C1847038709,C307046937
C1995535069,C2569346
C420242423,C2029726297
C967416131,C131871009
C1774941330,C415673050
C1227982493,C1356359366
C1818730355,C1749590097
C1749305463,C1043694287
C1136335491,C81095635
C242043810,C314882858
C1594955566,C866970718
C2106374825,C1830909320
C1325783531,C798696622
C302853302,C1180014238
C954283922,C408536992
C306274997,C1066166621
C1852982826,C471450373
C2137901973,C1169384430
C47699202,C1698757089
C1047083457,C1927693388
C1303819544,C785724760
C1385602675,C1790831319
C1426670325,C820880108
C1555605021,C1105527690
C1070661214,C2106812355
C729186631,C1352700528
C2107515910,C1002335651
C1355673750,C989898681
C334679733,C1694731927
C1369027366,C2003117461
C1571492615,C1281580764
C1658650980,C1705929636
C1418664331,C570409417
C13968609,C437646265
C224979082,C1435884329
C115179792,C298222185
C1546726775,C647012170
C1357038058,C1416283760
C520316810,C1433313209
C1913899636,C1876351111
C2094551107,C296121376
C372861695,C922343239
C2102423834,C1262147530
C632402911,C571113365
C741868416,C1149788645
C1386505599,C1817805905
C1874606048,C235623919
C1145849686,C987174960
C666486325,C279565067
C531932878,C701546927
C924656052,C1640583562
C470705617,C1635207173
C1199245040,C1448947115
C355929700,C148209125
C663235555,C268402121
C1221063214,C285414532
C1469325632,C107300817
C2063421944,C795982694
C483175031,C2022950462
C1946268494,C33712880
C1600994032,C459172227
C272495134,C1566789241
C1485678046,C1364913072
C1161195576,C1089993541
C1550675295,C1926673338
C1229898320,C274002986
C2086905804,C522553046
C813406379,C1626267345
C122358894,C376992243
C942150293,C1121453612
C1494519707,C75629578
C893844178,C798678484
C1781643368,C748241311
C116754678,C898862917
C616157590,C380383872
C1307401777,C1828969060
C812522039,C965138047
C2029341860,C2040603986
C220886571,C1005928818
C8097323,C2023961010
C1290153420,C1869228744
C1643351487,C902474572
C2136332397,C82301410
C2107573992,C660819982
C1719231176,C1141770167
C1166900722,C157316544
C650600730,C485801049
C549138440,C1107146140
C2010766458,C1422999923
C99569648,C1591026569
C1793767399,C1916720513
C2105655782,C182799539
C1274272166,C1383831706
C1493296517,C1337111208
C1885003172,C1953444943
C623969504,C627675433
C1803417068,C211528162
C1032194251,C1219457970
C462898466,C1577420620
C908870836,C2104502119
C855246088,C1302931951
C1060606924,C2077777540
C514359133,C1388365204
C1257607640,C902474572
C1121203408,C151599046
C1903104117,C8540189
C937431168,C241766459
C1464511692,C1758941631
C526212491,C938340274
C1585884141,C932736431
C697143722,C1851668139
C179050848,C1372520401
C868260453,C1839005697
C432304062,C80806603
C818027393,C1215550051
C386058397,C65461598
C1140372231,C399194578
C1059045289,C426416592
C1208551898,C1997757161
C1023051142,C1549835187
C279248668,C670244241
C540613570,C1225390660
C218860653,C1871989652
C101826855,C598568625
C1634235792,C1894768719
C1215252445,C898092839
C994789678,C811587677
C1950461048,C603459709
C424263856,C28588268
C122200751,C1659487569
C1569388840,C842174448
C788425435,C110721357
C2045080564,C169619597
C997911485,C1393612077
C825431619,C1947003227
C1824918028,C940847431
C1047441075,C793460750
C1386585536,C1001611622
C2072844505,C589398557
C659028942,C173247103
C1821885091,C2083562754
C312613228,C1591026569
C24805425,C1679002071
C427524699,C1785360415
C1261164813,C1430654561
C1228984445,C677321856
C477018732,C1356757853
C1793869430,C1141137903
C122786240,C1009195400
C1693720888,C789828788
C1184832577,C800980282
C1601864720,C1329956939
C347515622,C926244704
C1527428709,C152442168
C2114970320,C1479813516
C317434272,C1850733047
C1102514822,C213632991
C1894103501,C325918040
C863755691,C648198000
C572773700,C791512944
C344694331,C524804429
C2031109452,C1692066743
C2111252946,C1036816729
C578920498,C1573730841
C1994109373,C1029211742
C1220458006,C1632039044
C24166962,C748014372
C1748980918,C522632546
C1561801300,C1613945092
C1289791010,C153509194
C1540599403,C1027017168
C640803297,C1897193207
C1266358682,C420762376
C723205090,C494028124
C894771294,C1169903663
C972453365,C1962165373
C2036071668,C13998805
C1534011978,C2058421156
C973448768,C1710155693
C1504943728,C1344742564
C1681186598,C1511336831
C293515687,C2035145536
C1770355801,C2021579766
C578937950,C940630045
C1234210901,C1972335962
C1096713432,C1665979484
C2001624305,C978740207
C362278411,C667504652
C278311107,C2088980495
C1348041062,C1909592204
C1442127432,C1542598611
